id	paper	permanent_id	host	sample_type	latitude	longitude	continent	year_of_sampling_from	year_of_sampling_to	Biome	primers	MAT	MAP	pH	SOC	ITS_total	manipulated	abundances
45523	167	GF05015794S	Elaeis guineensis	root	2.658	102.257	Asia	2017	2017	cropland	fITS7/ITS4	25.6	2133	4.6	4.9	42416	0	1
45659	175	GF05014976S	Ostrya virginiana	root	37.4901	-88.9111	North America	2012	2012	forest	ITS3_KYO2/ITS4	14.2	1269	NA	NA	17859	0	2
45729	836	GF01000705S	Phragmites australis	root	42.6433	-83.7028	North America	2015	2015	shrubland	ITS1F/ITS4	8.9	834	6.2	16.9	22925	0	33
46242	479	GF04000361S	Alnus glutinosa	root	50.866	4.97515	Europe	2018	2018	forest	ITS86F/ITS4	10.5	738	6.5	2.5	9881	0	5
46370	708	GF01013229S	Sedum rupestre	root	45.0708	1.45139	Europe	2016	2016	grassland	ITS3/ITS4-OF then ITS86F/ITS4	12.1	1011	6.2	4.1	4826	0	1
46620	231	GF05010517S	?	root	53.8739	-1.33536	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	628	6.5	6.8	39531	0	376
46639	643	GF02000193S	Populus trichocarpa x deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	47689	0	26
46715	80	GF05023387S	Panicum virgatum	root	35.549	-80.652	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	15.4	1115	5.6	6.5	32860	0	6
47150	231	GF05010493S	?	root	53.8729	-1.3285	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.2	7.6	52428	0	528
47224	231	GF05010501S	?	root	53.8689	-1.32606	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	21784	0	279
47878	231	GF05010500S	?	root	53.8689	-1.32606	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	43386	0	231
48049	82	GF05023015S	Picea abies L. Karst.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	64816	0	1
48247	44	GF05026489S	Vanilla planifolia	root	20.505	-97.8894	North America	2014	2014	cropland	ITS86F/ITS4	24.5	1529	6.9	7.6	7712	0	20
48606	160	GF05016112S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	1530	0	61
48689	82	GF05022906S	Betula pendula Roth.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	30130	0	2
48826	231	GF05010497S	?	root	53.8689	-1.32606	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	35053	0	34
48928	643	GF02000051S	Populus trichocarpa x deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	50400	0	3
49096	418	GF04005029S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	26645	0	1
51045	837	GF01000700S	Ilex paraguariensis	root	-25.8544	-53.9309	South America	2013	2013	cropland	ITS1F/ITS4	20.8	1990	5.4	3	28148	0	272
51168	82	GF05022939S	Betula pendula Roth.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	41418	0	1
51319	30	GF05028168S	?	root	-3.98027	-79.0838	South America	2015	2015	forest	fITS7/ITS4	16.6	1042	5.4	10.2	61846	0	3
52046	837	GF01000701S	Ilex paraguariensis	root	-27.103	-55.3153	South America	2013	2013	cropland	ITS1F/ITS4	21.1	1453	5.4	3.4	34865	0	142
52207	170	GF05015650S	Molinia caerulea	root	48.06	6.95	Europe	2019	2019	wetland	fITS7a/ITS4ngs	7.2	1321	4.4	24.4	22621	0	1
52370	708	GF01013237S	Lapsana communis	root	45.0708	1.45139	Europe	2016	2016	grassland	ITS3/ITS4-OF then ITS86F/ITS4	12.1	1011	6.2	4.1	5971	0	1
52378	160	GF05016111S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	641	0	6
52436	643	GF02000227S	Populus trichocarpa x deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	24212	0	2
52453	708	GF01013212S	Plantago lanceolata	root	45.0708	1.45139	Europe	2016	2016	grassland	ITS3/ITS4-OF then ITS86F/ITS4	12.1	1011	6.2	4.1	7532	0	1
52465	160	GF05016075S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	1357	0	162
52471	160	GF05016115S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	3250	0	6
52586	643	GF02000234S	Populus deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	1947	0	1
52887	643	GF02000238S	Populus deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	2509	0	1
53023	643	GF02000201S	Populus trichocarpa x deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	7265	0	2
53116	160	GF05016116S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	1624	0	14
53235	160	GF05016072S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	1920	0	357
53240	708	GF01013238S	Sedum rupestre	root	45.0708	1.45139	Europe	2016	2016	grassland	ITS3/ITS4-OF then ITS86F/ITS4	12.1	1011	6.2	4.1	341	0	4
53318	643	GF02000114S	Populus trichocarpa x deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	6307	0	2
53386	167	GF05015738S	Elaeis guineensis	root	3.403	102.028	Asia	2017	2017	cropland	fITS7/ITS4	26.3	2184	4.7	2.5	49930	0	3
53435	643	GF02000229S	Populus deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	5129	0	6
53846	38	GF05026976S	?	root	48.37	9.32	Europe	2017	2017	forest	ITS3_KYO2/ITS4	7.5	927	5.2	16.3	11437	0	2
54270	708	GF01013256S	Magnoliophyta	root	45.0708	1.45139	Europe	2016	2016	grassland	ITS3/ITS4-OF then ITS86F/ITS4	12.1	1011	6.2	4.1	1423	0	1
54499	418	GF04005043S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	27471	0	1
54524	418	GF04005066S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	34530	0	2
54985	775	GF01007758S	Betula pendula	root	50.2553	12.7364	Europe	2013	2013	forest	ITS1F/ITS4	7.8	693	6.2	8.7	6067	0	1
55553	418	GF04005047S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	27989	0	1
55643	478	GF04000590S	Fagus sylvatica	root	50.7451	4.4203	Europe	2019	2019	forest	ITS86F/ITS4	9.9	894	4.4	4.6	6349	0	1
55669	231	GF05010490S	?	root	53.8689	-1.32606	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	23966	0	36
55785	14	GF05029161S	Calluna vulgaris	root	53.2387	-1.9524	Europe	2018	2018	forest	ITS86F/ITS4	7.2	1296	5.3	21.4	1011	0	1
55853	418	GF04005050S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	24669	0	5
55935	708	GF01013243S	Myosotis arvensis	root	45.0708	1.45139	Europe	2016	2016	grassland	ITS3/ITS4-OF then ITS86F/ITS4	12.1	1011	6.2	4.1	11806	0	193
57044	358	GF04018994S	?	root	56.1	-110.9	North America	2016	2016	forest	ITS3/ITS4	1.4	455	5.8	27.2	60443	0	1
57098	160	GF05016117S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	1568	0	72
57291	775	GF01007769S	Betula pendula	root	50.2547	12.7345	Europe	2013	2013	forest	ITS1F/ITS4	7.8	693	6.2	6.8	4598	0	1
57539	418	GF04005053S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	33831	0	5
57693	38	GF05026982S	?	root	48.39	9.49	Europe	2017	2017	forest	ITS3_KYO2/ITS4	7.4	1021	5	16.6	25864	0	2
58015	478	GF04000679S	Fagus sylvatica	root	50.7486	4.4045	Europe	2019	2019	forest	ITS86F/ITS4	9.9	904	4.5	5.6	3218	0	1
58016	38	GF05027220S	?	root	51.33	10.36	Europe	2017	2017	forest	ITS3_KYO2/ITS4	7.6	760	6	17.9	24402	0	1
58031	478	GF04000645S	Fagus sylvatica	root	50.7514	4.4225	Europe	2019	2019	forest	ITS86F/ITS4	10	861	4.5	5.9	2975	0	1
58038	38	GF05026894S	?	root	48.38	9.36	Europe	2017	2017	forest	ITS3_KYO2/ITS4	7.6	851	5.4	14.5	49584	0	1
58341	38	GF05027388S	?	root	52.92	13.75	Europe	2017	2017	forest	ITS3_KYO2/ITS4	8.9	617	4.4	14.1	17085	0	2
58396	231	GF05010489S	?	root	53.8689	-1.32606	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	6243	0	11
58513	82	GF05022887S	Pinus sylvestris L.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	16696	0	1
58554	231	GF05010521S	?	root	53.8689	-1.32606	Europe	2016	2016	grassland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	20589	0	11
58890	38	GF05026994S	?	root	48.38	9.36	Europe	2017	2017	forest	ITS3_KYO2/ITS4	7.6	851	5.4	14.5	8597	0	13
59083	82	GF05022951S	Picea abies L. Karst.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	48371	0	1
60330	418	GF04005045S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	49889	0	1
61114	14	GF05029788S	Erica tetralix	root	57.2197	13.9279	Europe	2018	2018	forest	ITS86F/ITS4	6.5	761	4.5	17.1	11697	0	3
61153	418	GF04005067S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	21897	0	1
61154	418	GF04005063S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	26866	0	3
61155	418	GF04005064S	Gymnadenia conopsea	root	51.7	124.333	Asia	2018	2018	grassland	ITS3/ITS4	-2.1	480	5.8	15.1	20077	0	1
61367	82	GF05022904S	Betula pendula Roth.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	36457	0	1
61405	231	GF05010511S	?	root	53.8739	-1.33536	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	628	6.5	6.8	39040	0	317
62470	82	GF05022966S	Picea abies L. Karst.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	37683	0	1
62904	82	GF05022914S	Picea abies L. Karst.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	3723	0	1
63183	82	GF05023003S	Picea abies L. Karst.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	11373	0	1
63324	730	GF01011820S	Plantago lanceolata	root	60.3654	19.7891	Europe	2015	2015	grassland	fITS7/ITS4	6.2	549	5.6	16.4	1556	0	4
63332	730	GF01011806S	Plantago lanceolata	root	60.1408	20.2683	Europe	2015	2015	grassland	fITS7/ITS4	6.2	548	5.5	13.6	576	0	25
63335	730	GF01011811S	Plantago lanceolata	root	60.1408	20.2683	Europe	2015	2015	grassland	fITS7/ITS4	6.2	548	5.5	13.6	576	0	25
63336	730	GF01011816S	Plantago lanceolata	root	60.1408	20.2683	Europe	2015	2015	grassland	fITS7/ITS4	6.2	548	5.5	13.6	1152	0	50
63339	730	GF01011809S	Plantago lanceolata	root	60.3654	19.7891	Europe	2015	2015	grassland	fITS7/ITS4	6.2	549	5.6	16.4	778	0	2
63343	730	GF01011817S	Plantago lanceolata	root	60.3654	19.7891	Europe	2015	2015	grassland	fITS7/ITS4	6.2	549	5.6	16.4	778	0	2
64439	708	GF01013255S	Silene vulgaris	root	45.0708	1.45139	Europe	2016	2016	grassland	ITS3/ITS4-OF then ITS86F/ITS4	12.1	1011	6.2	4.1	1365	0	3
64482	14	GF05029805S	Vaccinium oxycoccos	root	55.4295	9.4407	Europe	2018	2018	forest	ITS86F/ITS4	8.4	809	5.7	17.7	7451	0	1
64682	82	GF05022947S	Pinus sylvestris L.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	6239	0	16
64960	643	GF02000287S	Populus deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	6522	0	2
66222	38	GF05027018S	?	root	48.36	9.4	Europe	2017	2017	forest	ITS3_KYO2/ITS4	7.7	819	5.3	16.7	14572	0	1
66812	231	GF05010520S	?	root	53.8689	-1.32606	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	11147	0	1
67430	160	GF05016078S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	160	0	1
67517	837	GF01000696S	Ilex paraguariensis	root	-27.1383	-55.4242	South America	2013	2013	cropland	ITS1F/ITS4	21.2	1691	5.4	4.7	12981	0	19
68568	708	GF01013252S	Magnoliophyta	root	45.0708	1.45139	Europe	2016	2016	grassland	ITS3/ITS4-OF then ITS86F/ITS4	12.1	1011	6.2	4.1	4736	0	2
68574	160	GF05016076S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	590	0	5
69624	730	GF01011869S	Plantago lanceolata	root	60.2355	19.5432	Europe	2015	2015	grassland	fITS7/ITS4	6.3	527	5.8	18.8	702	0	1
69625	730	GF01011871S	Plantago lanceolata	root	60.2355	19.5432	Europe	2015	2015	grassland	fITS7/ITS4	6.3	527	5.8	18.8	1404	0	2
69626	730	GF01011870S	Plantago lanceolata	root	60.2355	19.5432	Europe	2015	2015	grassland	fITS7/ITS4	6.3	527	5.8	18.8	702	0	1
70535	82	GF05022998S	Picea abies L. Karst.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	2754	0	1
72853	730	GF01011897S	Plantago lanceolata	root	60.0742	20.1658	Europe	2015	2015	grassland	fITS7/ITS4	6.3	517	5.4	17.5	1924	0	16
72854	730	GF01011898S	Plantago lanceolata	root	60.0742	20.1658	Europe	2015	2015	grassland	fITS7/ITS4	6.3	517	5.4	17.5	1924	0	16
72855	730	GF01011896S	Plantago lanceolata	root	60.0742	20.1658	Europe	2015	2015	grassland	fITS7/ITS4	6.3	517	5.4	17.5	3848	0	32
73017	643	GF02000315S	Populus trichocarpa x deltoides	root	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	2075	0	2
73209	231	GF05010523S	?	root	53.8689	-1.32606	Europe	2016	2016	grassland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	113	0	1
73399	82	GF05022990S	Betula pendula Roth.	root	62.6	29.9	Europe	2015	2015	forest	ITS3ngsMixTag1-5/ITS4ngs	3.3	608	4.4	27.6	3429	0	1
76493	231	GF05010512S	?	root	53.8739	-1.33536	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	628	6.5	6.8	45	0	1
77240	160	GF05016074S	Nicotiana tabacum	root	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	500	0	1
77477	231	GF05010513S	?	root	53.8739	-1.33536	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	628	6.5	6.8	291	0	2
81699	231	GF05010531S	?	root	53.8689	-1.32606	Europe	2016	2016	grassland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	3	0	1
81901	175	GF05015051S	Juglans nigra	root	35.4423	-80.0408	North America	2012	2012	forest	ITS3_KYO2/ITS4	16.1	1043	5.2	4.8	45	0	1
