,index,Treatment,Plant,SFW,Replicate,order,Continent,HostFamily,HostGroup,Dunnett_p,Hedges' g
972,98.0,P24,3.0,0.0358,R5,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
973,99.0,P24,4.0,0.0173,R4,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
974,98.0,P24,3.0,0.013699999999999999,R4,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
975,97.0,P24,2.0,0.0298,R5,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
976,96.0,P24,1.0,0.023,R5,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
977,97.0,P24,2.0,0.023399999999999997,R4,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
978,96.0,P24,1.0,0.0315,R4,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
979,103.0,P24,4.0,0.0364,R1,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
980,101.0,P24,2.0,0.0431,R1,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
981,100.0,P24,1.0,0.0491,R1,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
982,100.0,P24,1.0,0.0042,R3,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
983,101.0,P24,2.0,0.0013,R3,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
984,102.0,P24,3.0,0.0044,R3,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
985,99.0,P24,4.0,0.0128,R5,60.0,Europe,Brassicaceae,Brassicaceae,0.00312,
986,59.0,P14,4.0,0.004200000000000001,R4,61.0,Europe,Apiaceae,Other dicots,0.00253,
987,58.0,P14,3.0,0.0064,R4,61.0,Europe,Apiaceae,Other dicots,0.00253,
988,63.0,P14,4.0,0.0275,R1,61.0,Europe,Apiaceae,Other dicots,0.00253,
989,61.0,P14,2.0,0.003,R1,61.0,Europe,Apiaceae,Other dicots,0.00253,
990,57.0,P14,2.0,0.03,R4,61.0,Europe,Apiaceae,Other dicots,0.00253,
991,60.0,P14,1.0,0.0005,R1,61.0,Europe,Apiaceae,Other dicots,0.00253,
992,59.0,P14,4.0,0.033100000000000004,R5,61.0,Europe,Apiaceae,Other dicots,0.00253,
993,58.0,P14,3.0,0.0192,R5,61.0,Europe,Apiaceae,Other dicots,0.00253,
994,57.0,P14,2.0,0.0648,R5,61.0,Europe,Apiaceae,Other dicots,0.00253,
995,60.0,P14,1.0,0.0128,R3,61.0,Europe,Apiaceae,Other dicots,0.00253,
996,61.0,P14,2.0,0.0218,R3,61.0,Europe,Apiaceae,Other dicots,0.00253,
997,62.0,P14,3.0,0.0203,R3,61.0,Europe,Apiaceae,Other dicots,0.00253,
998,63.0,P14,4.0,0.0209,R3,61.0,Europe,Apiaceae,Other dicots,0.00253,
999,62.0,P14,3.0,0.0128,R1,61.0,Europe,Apiaceae,Other dicots,0.00253,
1000,56.0,P14,1.0,0.0289,R4,61.0,Europe,Apiaceae,Other dicots,0.00253,
1001,56.0,P14,1.0,0.0432,R5,61.0,Europe,Apiaceae,Other dicots,0.00253,
1002,166.0,P41,3.0,0.0193,R1,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1003,163.0,P41,4.0,0.0119,R7A,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1004,162.0,P41,3.0,0.0,R7A,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1005,161.0,P41,2.0,0.0255,R7A,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1006,160.0,P41,1.0,0.0455,R8A,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1007,160.0,P41,1.0,0.0341,R7A,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1008,161.0,P41,2.0,0.0594,R8A,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1009,162.0,P41,3.0,0.0344,R8A,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1010,165.0,P41,2.0,0.0213,R1,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1011,163.0,P41,4.0,0.0528,R8A,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1012,164.0,P41,1.0,0.034,R1,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1013,160.0,P41,1.0,0.0105,R4,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1014,161.0,P41,2.0,0.0095,R4,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1015,162.0,P41,3.0,0.0052,R4,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1016,167.0,P41,4.0,0.1225,R1,62.0,Europe,Hypericaceae,Other dicots,0.02556,
1017,108.0,P27,1.0,0.0137,R8B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1018,110.0,P27,3.0,0.0075,R7B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1019,109.0,P27,2.0,0.0348,R7B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1020,108.0,P27,1.0,0.0211,R7B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1021,111.0,P27,4.0,0.0159,R7B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1022,111.0,P27,4.0,0.0083,R6B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1023,111.0,P27,4.0,0.026,R8B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1024,110.0,P27,3.0,0.0246,R6B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1025,109.0,P27,2.0,0.022600000000000002,R6B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1026,108.0,P27,1.0,0.0277,R6B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1027,111.0,P27,4.0,0.0433,R7A,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1028,109.0,P27,2.0,0.0085,R8B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1029,109.0,P27,2.0,0.0505,R7A,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1030,110.0,P27,3.0,0.0139,R7A,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1031,108.0,P27,1.0,0.0158,R7A,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1032,110.0,P27,3.0,0.0178,R8B,63.0,Europe,Brassicaceae,Brassicaceae,0.60541,
1033,104.0,P26,1.0,0.0078,R5,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1034,104.0,P26,1.0,0.0348,R7A,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1035,107.0,P26,4.0,0.0128,R4,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1036,105.0,P26,2.0,0.0058,R7A,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1037,106.0,P26,3.0,0.0112,R7A,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1038,107.0,P26,4.0,0.019,R7A,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1039,106.0,P26,3.0,0.0264,R5,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1040,106.0,P26,3.0,0.0064,R4,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1041,105.0,P26,2.0,0.0294,R5,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1042,107.0,P26,4.0,0.037700000000000004,R5,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1043,105.0,P26,2.0,0.0104,R4,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1044,108.0,P26,1.0,0.0524,R1,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1045,109.0,P26,2.0,0.0362,R1,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1046,111.0,P26,4.0,0.0256,R1,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1047,110.0,P26,3.0,0.0349,R1,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1048,104.0,P26,1.0,0.0104,R4,64.0,Europe,Brassicaceae,Brassicaceae,0.00744,
1049,71.0,P16,4.0,0.0,R3,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1050,70.0,P16,3.0,0.0,R3,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1051,69.0,P16,2.0,0.0139,R3,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1052,68.0,P16,1.0,0.0513,R3,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1053,68.0,P16,1.0,0.0294,R1,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1054,65.0,P16,2.0,0.0577,R7A,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1055,70.0,P16,3.0,0.0198,R1,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1056,71.0,P16,4.0,0.0023,R1,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1057,66.0,P16,3.0,0.0479,R7A,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1058,67.0,P16,4.0,0.0485,R7A,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1059,69.0,P16,2.0,0.0075,R1,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1060,64.0,P16,1.0,0.0168,R7A,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1061,67.0,P16,4.0,0.0267,R7B,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1062,66.0,P16,3.0,0.0105,R7B,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1063,65.0,P16,2.0,0.013,R7B,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1064,64.0,P16,1.0,0.0078,R7B,65.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1065,178.0,P45,3.0,0.0073,R9,66.0,Europe,Poaceae,Monocots,0.67316,
1066,179.0,P45,4.0,0.0442,R4,66.0,Europe,Poaceae,Monocots,0.67316,
1067,179.0,P45,4.0,0.0436,R9,66.0,Europe,Poaceae,Monocots,0.67316,
1068,180.0,P45,1.0,0.0334,R3,66.0,Europe,Poaceae,Monocots,0.67316,
1069,183.0,P45,4.0,0.0165,R1,66.0,Europe,Poaceae,Monocots,0.67316,
1070,182.0,P45,3.0,0.0116,R1,66.0,Europe,Poaceae,Monocots,0.67316,
1071,181.0,P45,2.0,0.0366,R1,66.0,Europe,Poaceae,Monocots,0.67316,
1072,182.0,P45,3.0,0.0392,R3,66.0,Europe,Poaceae,Monocots,0.67316,
1073,176.0,P45,1.0,0.0356,R4,66.0,Europe,Poaceae,Monocots,0.67316,
1074,177.0,P45,2.0,0.0182,R4,66.0,Europe,Poaceae,Monocots,0.67316,
1075,180.0,P45,1.0,0.0445,R1,66.0,Europe,Poaceae,Monocots,0.67316,
1076,177.0,P45,2.0,0.032,R9,66.0,Europe,Poaceae,Monocots,0.67316,
1077,176.0,P45,1.0,0.0294,R9,66.0,Europe,Poaceae,Monocots,0.67316,
1078,178.0,P45,3.0,0.0173,R4,66.0,Europe,Poaceae,Monocots,0.67316,
1079,181.0,P45,2.0,0.0653,R3,66.0,Europe,Poaceae,Monocots,0.67316,
1080,178.0,P44,3.0,0.0049,R3,67.0,Europe,Apiaceae,Other dicots,0.08049,
1081,179.0,P44,4.0,0.0027,R3,67.0,Europe,Apiaceae,Other dicots,0.08049,
1082,177.0,P44,2.0,0.0032,R3,67.0,Europe,Apiaceae,Other dicots,0.08049,
1083,172.0,P44,1.0,0.0401,R8A,67.0,Europe,Apiaceae,Other dicots,0.08049,
1084,172.0,P44,1.0,0.0115,R5,67.0,Europe,Apiaceae,Other dicots,0.08049,
1085,174.0,P44,3.0,0.0264,R5,67.0,Europe,Apiaceae,Other dicots,0.08049,
1086,175.0,P44,4.0,0.0336,R8A,67.0,Europe,Apiaceae,Other dicots,0.08049,
1087,179.0,P44,4.0,0.0386,R1,67.0,Europe,Apiaceae,Other dicots,0.08049,
1088,178.0,P44,3.0,0.0208,R1,67.0,Europe,Apiaceae,Other dicots,0.08049,
1089,177.0,P44,2.0,0.0098,R1,67.0,Europe,Apiaceae,Other dicots,0.08049,
1090,176.0,P44,1.0,0.0314,R1,67.0,Europe,Apiaceae,Other dicots,0.08049,
1091,174.0,P44,3.0,0.0504,R8A,67.0,Europe,Apiaceae,Other dicots,0.08049,
1092,173.0,P44,2.0,0.0647,R8A,67.0,Europe,Apiaceae,Other dicots,0.08049,
1093,175.0,P44,4.0,0.0522,R5,67.0,Europe,Apiaceae,Other dicots,0.08049,
1094,173.0,P44,2.0,0.0347,R5,67.0,Europe,Apiaceae,Other dicots,0.08049,
1095,176.0,P44,1.0,0.0383,R3,67.0,Europe,Apiaceae,Other dicots,0.08049,
1096,118.0,P28,3.0,0.0349,R3,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1097,117.0,P28,2.0,0.0159,R3,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1098,116.0,P28,1.0,0.0101,R3,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1099,119.0,P28,4.0,0.0389,R3,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1100,114.0,P28,3.0,0.0463,R7A,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1101,114.0,P28,3.0,0.0254,R7B,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1102,115.0,P28,4.0,0.0417,R7A,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1103,113.0,P28,2.0,0.0265,R7B,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1104,112.0,P28,1.0,0.0292,R7B,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1105,112.0,P28,1.0,0.0148,R5,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1106,113.0,P28,2.0,0.0054,R5,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1107,114.0,P28,3.0,0.0121,R5,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1108,112.0,P28,1.0,0.0344,R7A,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1109,113.0,P28,2.0,0.0152,R7A,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1110,115.0,P28,4.0,0.0083,R5,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1111,115.0,P28,4.0,0.0104,R7B,68.0,Europe,Brassicaceae,Brassicaceae,0.11948,
1112,193.0,P48,2.0,0.0542,R1,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1113,188.0,P48,1.0,0.0396,R8A,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1114,190.0,P48,3.0,0.0162,R8A,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1115,188.0,P48,1.0,0.0216,R7A,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1116,189.0,P48,2.0,0.0085,R7A,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1117,190.0,P48,3.0,0.0679,R7A,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1118,191.0,P48,4.0,0.0074,R7A,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1119,195.0,P48,4.0,0.0566,R1,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1120,192.0,P48,1.0,0.1138,R1,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1121,189.0,P48,2.0,0.0483,R8A,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1122,191.0,P48,4.0,0.0387,R8A,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1123,194.0,P48,3.0,0.0008,R1,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1124,191.0,P48,4.0,0.0304,R4,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1125,190.0,P48,3.0,0.0371,R4,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1126,188.0,P48,1.0,0.0303,R4,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1127,189.0,P48,2.0,0.0384,R4,69.0,Oceania,Solanaceae,Solanaceae,0.49239,
1128,278.0,P143,3.0,0.0474,R4,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1129,280.0,P143,1.0,0.0093,R1,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1130,281.0,P143,2.0,0.0284,R1,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1131,282.0,P143,3.0,0.0486,R1,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1132,283.0,P143,4.0,0.0683,R1,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1133,283.0,P143,8.0,0.0,R7B,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1134,276.0,P143,1.0,0.0366,R7A,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1135,279.0,P143,4.0,0.060899999999999996,R4,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1136,278.0,P143,3.0,0.0083,R7A,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1137,277.0,P143,2.0,0.0028,R7A,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1138,282.0,P143,7.0,0.0223,R7B,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1139,281.0,P143,6.0,0.004,R7B,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1140,277.0,P143,2.0,0.025,R4,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1141,280.0,P143,5.0,0.0034,R7B,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1142,279.0,P143,4.0,0.0215,R7B,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1143,276.0,P143,1.0,0.037700000000000004,R4,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1144,278.0,P143,3.0,0.0298,R7B,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1145,279.0,P143,4.0,0.0,R7A,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1146,276.0,P143,1.0,0.0167,R7B,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1147,277.0,P143,2.0,0.0,R7B,70.0,Europe,Brassicaceae,Brassicaceae,0.0009,
1148,210.0,P52,3.0,0.0047,R3,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1149,210.0,P52,3.0,0.0386,R1,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1150,211.0,P52,4.0,0.0209,R1,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1151,209.0,P52,2.0,0.0354,R1,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1152,208.0,P52,1.0,0.0529,R1,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1153,211.0,P52,4.0,0.0,R3,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1154,209.0,P52,2.0,0.0057,R3,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1155,205.0,P52,2.0,0.040299999999999996,R4,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1156,208.0,P52,1.0,0.0108,R3,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1157,204.0,P52,1.0,0.0181,R4,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1158,207.0,P52,4.0,0.0258,R4,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1159,204.0,P52,1.0,0.0237,R5,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1160,205.0,P52,2.0,0.0172,R5,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1161,206.0,P52,3.0,0.0147,R5,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1162,207.0,P52,4.0,0.0,R5,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1163,206.0,P52,3.0,0.0343,R4,71.0,unknown,Not plant,Not plant-isolated,0.0009,
1164,62.0,P15,3.0,0.013699999999999999,R6B,72.0,Europe,Violaceae,Other dicots,0.0009,
1165,62.0,P15,3.0,0.0242,R4,72.0,Europe,Violaceae,Other dicots,0.0009,
1166,61.0,P15,2.0,0.0154,R4,72.0,Europe,Violaceae,Other dicots,0.0009,
1167,61.0,P15,2.0,0.022699999999999998,R6B,72.0,Europe,Violaceae,Other dicots,0.0009,
1168,60.0,P15,1.0,0.0256,R4,72.0,Europe,Violaceae,Other dicots,0.0009,
1169,61.0,P15,2.0,0.0006,R6A,72.0,Europe,Violaceae,Other dicots,0.0009,
1170,62.0,P15,3.0,0.0024,R6A,72.0,Europe,Violaceae,Other dicots,0.0009,
1171,63.0,P15,4.0,0.0,R7A,72.0,Europe,Violaceae,Other dicots,0.0009,
1172,62.0,P15,3.0,0.0,R7A,72.0,Europe,Violaceae,Other dicots,0.0009,
1173,61.0,P15,2.0,0.0032,R7A,72.0,Europe,Violaceae,Other dicots,0.0009,
1174,60.0,P15,1.0,0.001,R7A,72.0,Europe,Violaceae,Other dicots,0.0009,
1175,63.0,P15,4.0,0.0363,R6A,72.0,Europe,Violaceae,Other dicots,0.0009,
1176,60.0,P15,1.0,0.0185,R6B,72.0,Europe,Violaceae,Other dicots,0.0009,
1177,63.0,P15,4.0,0.014,R6B,72.0,Europe,Violaceae,Other dicots,0.0009,
1178,60.0,P15,1.0,0.0011,R6A,72.0,Europe,Violaceae,Other dicots,0.0009,
1179,63.0,P15,4.0,0.0212,R4,72.0,Europe,Violaceae,Other dicots,0.0009,
MOCK,,,,,,,,,,,0.0
